date,season,team,home/visitor,opponent,score,opponentScore,moneyLine,opponentMoneyLine,total,spread,secondHalfTotal
2019-03-29,2019,Charlotte,@,LA Lakers,115,129,-125,105,229.5,-1.5,112.5
2019-03-29,2019,Golden State,@,Minnesota,130,131,-650,450,229,-10,111
2019-03-29,2019,Denver,@,Oklahoma City,115,105,170,-200,218,4.5,107
2019-03-29,2019,Atlanta,vs,Portland,98,118,125,-145,233,2.5,119
2019-03-29,2019,Washington,@,Utah,124,128,850,-1500,226,13,110.5
2019-03-29,2019,Utah,vs,Washington,128,124,-1500,850,226,-13,110.5
2019-03-30,2019,Brooklyn,vs,Boston,110,96,-195,166,222.5,-4.5,115
2019-03-30,2019,Boston,@,Brooklyn,96,110,166,-195,222.5,4.5,115
2019-03-30,2019,Toronto,@,Chicago,124,101,-540,410,214,-10.5,105
2019-03-30,2019,LA Clippers,vs,Cleveland,132,108,-399,316,228.5,-9,116.5
2019-03-30,2019,Portland,@,Detroit,90,99,172,-203,214,4.5,110.5
2019-03-30,2019,Sacramento,@,Houston,108,119,394,-515,229,9.5,113
2019-03-30,2019,Orlando,@,Indiana,121,116,105,-125,205.5,1.5,101.5
2019-03-30,2019,Cleveland,@,LA Clippers,108,132,316,-399,228.5,9,116.5
2019-03-30,2019,Phoenix,vs,Memphis,115,120,110,-130,220.5,2.5,109
2019-03-30,2019,New York,vs,Miami,92,100,245,-300,209,7,103
2019-03-30,2019,Philadelphia,@,Minnesota,118,109,-190,163,230,-4.5,112
2019-03-30,2019,Miami,@,New York,100,92,-300,245,209,-7,103
2019-03-30,2019,Indiana,vs,Orlando,116,121,-125,105,205.5,-1.5,101.5
2019-03-30,2019,Minnesota,vs,Philadelphia,109,118,163,-190,230,4.5,112
2019-03-30,2019,Memphis,@,Phoenix,120,115,-130,110,220.5,-2.5,109
2019-03-30,2019,Detroit,vs,Portland,99,90,-203,172,214,-4.5,110.5
2019-03-30,2019,Houston,vs,Sacramento,119,108,-515,394,229,-9.5,113
2019-03-30,2019,Chicago,vs,Toronto,101,124,410,-540,214,10.5,105
2019-03-31,2019,Milwaukee,@,Atlanta,135,136,-135,115,230.5,-2,119.5
2019-03-31,2019,Golden State,vs,Charlotte,137,90,-900,600,230,-11,111
2019-03-31,2019,Oklahoma City,vs,Dallas,103,106,-1100,700,218,-12.5,106.5
2019-03-31,2019,Washington,@,Denver,95,90,500,-700,227.5,10.5,111.5
2019-03-31,2019,Charlotte,@,Golden State,90,137,600,-900,230,11,111
2019-03-31,2019,Memphis,@,LA Clippers,96,113,425,-600,224,10,109
2019-03-31,2019,New Orleans,vs,LA Lakers,102,130,-155,135,231,-3,112
2019-03-31,2019,LA Clippers,vs,Memphis,113,96,-600,425,224,-10,109
2019-03-31,2019,Atlanta,vs,Milwaukee,136,135,115,-135,230.5,2,119.5
2019-03-31,2019,LA Lakers,@,New Orleans,130,102,135,-155,231,3,112
2019-03-31,2019,Dallas,@,Oklahoma City,106,103,700,-1100,218,12.5,106.5
2019-03-31,2019,San Antonio,vs,Sacramento,106,113,-650,450,224.5,-10.5,109
2019-03-31,2019,Sacramento,@,San Antonio,113,106,450,-650,224.5,10.5,109
2019-03-31,2019,Denver,vs,Washington,90,95,-700,500,227.5,-10.5,111.5
2019-04-01,2019,Miami,@,Boston,105,110,240,-300,213,7,104
2019-04-01,2019,Milwaukee,@,Brooklyn,131,121,105,-125,229.5,1.5,118
2019-04-01,2019,Utah,vs,Charlotte,111,102,-850,575,218,-11,106
2019-04-01,2019,New York,vs,Chicago,113,105,-165,142,213,-3.5,110.5
2019-04-01,2019,Phoenix,vs,Cleveland,122,113,-130,110,224,-2,115.5
2019-04-01,2019,Philadelphia,@,Dallas,102,122,-220,180,219,-5,107
2019-04-01,2019,Indiana,vs,Detroit,111,102,-240,190,203.5,-5.5,99.5
2019-04-01,2019,Detroit,@,Indiana,102,111,190,-240,203.5,5.5,99.5
2019-04-01,2019,Boston,vs,Miami,110,105,-300,240,213,-7,104
2019-04-01,2019,Brooklyn,vs,Milwaukee,121,131,-125,105,229.5,-1.5,118
2019-04-01,2019,Portland,@,Minnesota,132,122,-170,145,225.5,-3.5,115.5
2019-04-01,2019,Chicago,@,New York,105,113,142,-165,213,3.5,110.5
2019-04-01,2019,Toronto,vs,Orlando,121,109,-275,225,216,-6.5,107
2019-04-01,2019,Dallas,vs,Philadelphia,122,102,180,-220,219,5,107
2019-04-01,2019,Cleveland,@,Phoenix,113,122,110,-130,224,2,115.5
2019-04-01,2019,Minnesota,vs,Portland,122,132,145,-170,225.5,3.5,115.5
2019-04-01,2019,Orlando,@,Toronto,109,121,225,-275,216,6.5,107
2019-04-01,2019,Charlotte,@,Utah,102,111,575,-850,218,11,106
2019-04-02,2019,San Antonio,vs,Atlanta,117,111,-800,550,230,-11,111.5
2019-04-02,2019,Golden State,vs,Denver,116,102,-425,325,220,-8.5,106.5
2019-04-02,2019,Denver,@,Golden State,102,116,325,-425,220,8.5,106.5
2019-04-02,2019,Sacramento,vs,Houston,105,130,200,-250,226,5.5,109
2019-04-02,2019,Oklahoma City,vs,LA Lakers,119,103,-1200,750,226,-12.5,109
2019-04-02,2019,LA Lakers,@,Oklahoma City,103,119,750,-1200,226,12.5,109
2019-04-02,2019,Houston,@,Sacramento,130,105,-250,200,226,-5.5,109
2019-04-02,2019,Atlanta,@,San Antonio,111,117,550,-800,230,11,111.5
2019-04-03,2019,Philadelphia,@,Atlanta,122,130,-200,170,239.5,-4.5,117
2019-04-03,2019,Miami,vs,Boston,102,112,-115,-105,214,-1,110.5
2019-04-03,2019,Toronto,@,Brooklyn,115,105,-130,110,228.5,-2,111
2019-04-03,2019,New Orleans,vs,Charlotte,109,115,160,-190,229.5,4.5,112
2019-04-03,2019,Washington,vs,Chicago,114,115,-550,400,225.5,-9.5,116.5
2019-04-03,2019,Minnesota,@,Dallas,110,108,125,-145,227,2.5,111
2019-04-03,2019,San Antonio,@,Denver,85,113,170,-200,214.5,5,104.5
2019-04-03,2019,Indiana,@,Detroit,108,89,120,-140,205.5,2.5,100
2019-04-03,2019,LA Clippers,vs,Houston,103,135,125,-145,229,2.5,112.5
2019-04-03,2019,Detroit,vs,Indiana,89,108,-140,120,205.5,-2.5,100
2019-04-03,2019,Houston,@,LA Clippers,135,103,-145,125,229,-2.5,112.5
2019-04-03,2019,Portland,vs,Memphis,116,89,-750,525,216.5,-10.5,106
2019-04-03,2019,Boston,@,Miami,112,102,-105,-115,214,1,110.5
2019-04-03,2019,Dallas,vs,Minnesota,108,110,-145,125,227,-2.5,111
2019-04-03,2019,Charlotte,@,New Orleans,115,109,-190,160,229.5,-4.5,112
2019-04-03,2019,Orlando,vs,New York,114,100,-1200,750,212.5,-13,103
2019-04-03,2019,New York,@,Orlando,100,114,750,-1200,212.5,13,103
2019-04-03,2019,Atlanta,vs,Philadelphia,130,122,170,-200,239.5,4.5,117
2019-04-03,2019,Utah,@,Phoenix,118,97,-650,450,219.5,-10.5,111
2019-04-03,2019,Memphis,@,Portland,89,116,525,-750,216.5,10.5,106
2019-04-03,2019,Denver,vs,San Antonio,113,85,-200,170,214.5,-5,104.5
2019-04-03,2019,Brooklyn,vs,Toronto,105,115,110,-130,228.5,2,111
2019-04-03,2019,Phoenix,vs,Utah,97,118,450,-650,219.5,10.5,111
2019-04-03,2019,Chicago,@,Washington,115,114,400,-550,225.5,9.5,116.5
2019-04-04,2019,Sacramento,vs,Cleveland,117,104,-550,400,229.5,-10,117
2019-04-04,2019,LA Lakers,vs,Golden State,90,108,800,-1400,226.5,13.5,110.5
2019-04-04,2019,Golden State,@,LA Lakers,108,90,-1400,800,226.5,-13.5,110.5
2019-04-04,2019,Philadelphia,vs,Milwaukee,122,128,150,-180,231.5,4,116.5
2019-04-04,2019,Milwaukee,@,Philadelphia,128,122,-180,150,231.5,-4,116.5
2019-04-04,2019,Cleveland,@,Sacramento,104,117,400,-550,229.5,10,117
2019-04-05,2019,Orlando,vs,Atlanta,149,113,-425,325,225.5,-9,108
2019-04-05,2019,Indiana,vs,Boston,97,117,-110,-110,213.5,0,110.5
2019-04-05,2019,Toronto,@,Charlotte,111,113,-270,220,224,-6,109
2019-04-05,2019,Golden State,vs,Cleveland,120,114,-3000,1200,225,-15.5,113.5
2019-04-05,2019,Memphis,@,Dallas,122,112,155,-185,211.5,4,104
2019-04-05,2019,Portland,@,Denver,110,119,200,-250,216,6,111.5
2019-04-05,2019,Oklahoma City,vs,Detroit,123,110,-250,200,216,-5.5,105
2019-04-05,2019,Cleveland,@,Golden State,114,120,1200,-3000,225,15.5,113.5
2019-04-05,2019,New York,@,Houston,96,120,1600,-6000,216.5,18,105.5
2019-04-05,2019,Boston,@,Indiana,117,97,-110,-110,213.5,0,110.5
2019-04-05,2019,LA Lakers,@,LA Clippers,122,117,550,-800,228,11.5,112
2019-04-05,2019,LA Clippers,vs,LA Lakers,117,122,-800,550,228,-11.5,112
2019-04-05,2019,Dallas,vs,Memphis,112,122,-185,155,211.5,-4,104
2019-04-05,2019,Minnesota,vs,Miami,111,109,140,-160,218.5,4,107
2019-04-05,2019,Miami,@,Minnesota,109,111,-160,140,218.5,-4,107
2019-04-05,2019,Phoenix,vs,New Orleans,133,126,120,-140,228.5,2.5,112
2019-04-05,2019,Houston,vs,New York,120,96,-6000,1600,216.5,-18,105.5
2019-04-05,2019,Detroit,@,Oklahoma City,110,123,200,-250,216,5.5,105
2019-04-05,2019,Atlanta,@,Orlando,113,149,325,-425,225.5,9,108
2019-04-05,2019,New Orleans,@,Phoenix,126,133,-140,120,228.5,-2.5,112
2019-04-05,2019,Denver,vs,Portland,119,110,-250,200,216,-6,111.5
2019-04-05,2019,Utah,vs,Sacramento,119,98,-600,425,222,-10,106.5
2019-04-05,2019,Washington,vs,San Antonio,112,129,240,-300,225.5,7,110
2019-04-05,2019,Charlotte,vs,Toronto,113,111,220,-270,224,6,109
2019-04-05,2019,Sacramento,@,Utah,98,119,425,-600,222,10,106.5
2019-04-05,2019,San Antonio,@,Washington,129,112,-300,240,225.5,-7,110
2019-04-06,2019,Milwaukee,vs,Brooklyn,128,133,-160,140,235.5,-3.5,120
2019-04-06,2019,Philadelphia,@,Chicago,116,96,-650,450,227.5,-10.5,110
2019-04-06,2019,Brooklyn,@,Milwaukee,133,128,140,-160,235.5,3.5,120
2019-04-06,2019,Chicago,vs,Philadelphia,96,116,450,-650,227.5,10.5,110
2019-04-07,2019,Milwaukee,vs,Atlanta,115,107,-1000,650,235,-11.5,113.5
2019-04-07,2019,Orlando,@,Boston,116,108,145,-170,218,3.5,106.5
2019-04-07,2019,Indiana,vs,Brooklyn,96,108,-140,120,220,-2.5,113.5
2019-04-07,2019,Detroit,vs,Charlotte,91,104,-275,225,217.5,-6.5,105.5
2019-04-07,2019,San Antonio,@,Cleveland,112,90,-425,325,219.5,-8.5,107
2019-04-07,2019,Memphis,vs,Dallas,127,129,-110,-110,214,0,105
2019-04-07,2019,Portland,vs,Denver,115,108,-450,350,219,-8.5,107.5
2019-04-07,2019,Charlotte,@,Detroit,104,91,225,-275,217.5,6.5,105.5
2019-04-07,2019,LA Clippers,@,Golden State,104,131,650,-1000,237.5,11.5,115.5
2019-04-07,2019,Phoenix,@,Houston,113,149,1800,-8000,223,18.5,108
2019-04-07,2019,Brooklyn,@,Indiana,108,96,120,-140,220,2.5,113.5
2019-04-07,2019,Golden State,vs,LA Clippers,131,104,-1000,650,237.5,-11.5,115.5
2019-04-07,2019,Utah,@,LA Lakers,109,113,-1100,700,216.5,-12,111.5
2019-04-07,2019,Dallas,@,Memphis,129,127,-110,-110,214,0,105
2019-04-07,2019,Toronto,vs,Miami,117,109,-250,200,214.5,-5.5,105.5
2019-04-07,2019,Atlanta,@,Milwaukee,107,115,650,-1000,235,11.5,113.5
2019-04-07,2019,Oklahoma City,@,Minnesota,132,126,-300,240,229,-6.5,111.5
2019-04-07,2019,Sacramento,vs,New Orleans,129,133,-800,550,232.5,-11.5,114
2019-04-07,2019,Washington,@,New York,110,113,-180,150,226,-4,110.5
2019-04-07,2019,Minnesota,vs,Oklahoma City,126,132,240,-300,229,6.5,111.5
2019-04-07,2019,Boston,vs,Orlando,108,116,-170,145,218,-3.5,106.5
2019-04-07,2019,Houston,vs,Phoenix,149,113,-8000,1800,223,-18.5,108
2019-04-07,2019,Denver,@,Portland,108,115,350,-450,219,8.5,107.5
2019-04-07,2019,New Orleans,@,Sacramento,133,129,550,-800,232.5,11.5,114
2019-04-07,2019,Cleveland,vs,San Antonio,90,112,325,-425,219.5,8.5,107
2019-04-07,2019,Miami,@,Toronto,109,117,200,-250,214.5,5.5,105.5
2019-04-07,2019,LA Lakers,vs,Utah,113,109,700,-1100,216.5,12,111.5
2019-04-07,2019,New York,vs,Washington,113,110,150,-180,226,4,110.5
2019-04-09,2019,Washington,vs,Boston,110,116,-200,170,222.5,-5,115
2019-04-09,2019,Cleveland,vs,Charlotte,97,124,350,-450,220.5,8.5,107.5
2019-04-09,2019,New York,@,Chicago,96,86,110,-130,215,2,105.5
2019-04-09,2019,Charlotte,@,Cleveland,124,97,-450,350,220.5,-8.5,107.5
2019-04-09,2019,Phoenix,@,Dallas,109,120,300,-400,225,8.5,109.5
2019-04-09,2019,Utah,vs,Denver,118,108,-130,110,212.5,-2,103.5
2019-04-09,2019,Memphis,@,Detroit,93,100,750,-1200,210,11.5,103.5
2019-04-09,2019,New Orleans,vs,Golden State,103,112,375,-500,235,9.5,113.5
2019-04-09,2019,Oklahoma City,vs,Houston,112,111,130,-150,229.5,3,112.5
2019-04-09,2019,Portland,@,LA Lakers,104,101,-500,375,225.5,-9.5,115.5
2019-04-09,2019,Detroit,vs,Memphis,100,93,-1200,750,210,-11.5,103.5
2019-04-09,2019,Philadelphia,@,Miami,99,122,220,-270,219,6.5,106.5
2019-04-09,2019,Toronto,@,Minnesota,120,100,-350,275,227,-7.5,109.5
2019-04-09,2019,Golden State,@,New Orleans,112,103,-500,375,235,-9.5,113.5
2019-04-09,2019,Chicago,vs,New York,86,96,-130,110,215,-2,105.5
2019-04-09,2019,Houston,@,Oklahoma City,111,112,-150,130,229.5,-3,112.5
2019-04-09,2019,Miami,vs,Philadelphia,122,99,-270,220,219,-6.5,106.5
2019-04-09,2019,Dallas,vs,Phoenix,120,109,-400,300,225,-8.5,109.5
2019-04-09,2019,LA Lakers,vs,Portland,101,104,375,-500,225.5,9.5,115.5
2019-04-09,2019,Minnesota,vs,Toronto,100,120,275,-350,227,7.5,109.5
2019-04-09,2019,Denver,@,Utah,108,118,110,-130,212.5,2,103.5
2019-04-09,2019,Boston,@,Washington,116,110,170,-200,222.5,5,115
2019-04-10,2019,Indiana,@,Atlanta,135,134,180,-220,225.5,5,111.5
2019-04-10,2019,Miami,@,Brooklyn,94,113,170,-200,219,4.5,107.5
2019-04-10,2019,Orlando,@,Charlotte,122,114,150,-180,217.5,4,106.5
2019-04-10,2019,Philadelphia,vs,Chicago,125,109,-250,200,218.5,-6,111
2019-04-10,2019,San Antonio,vs,Dallas,105,94,-1600,900,219,-14.5,105.5
2019-04-10,2019,Minnesota,@,Denver,95,99,700,-1100,218.5,12.5,106.5
2019-04-10,2019,New York,vs,Detroit,89,115,320,-420,205,8.5,99.5
2019-04-10,2019,Memphis,vs,Golden State,132,117,175,-210,214.5,5,104
2019-04-10,2019,Atlanta,vs,Indiana,134,135,-220,180,225.5,-5,111.5
2019-04-10,2019,Utah,@,LA Clippers,137,143,280,-360,225,8,114.5
2019-04-10,2019,Golden State,@,Memphis,117,132,-210,175,214.5,-5,104
2019-04-10,2019,Brooklyn,vs,Miami,113,94,-200,170,219,-4.5,107.5
2019-04-10,2019,Oklahoma City,@,Milwaukee,127,116,-200,170,227.5,-4.5,111.5
2019-04-10,2019,Denver,vs,Minnesota,99,95,-1100,700,218.5,-12.5,106.5
2019-04-10,2019,Detroit,@,New York,115,89,-420,320,205,-8.5,99.5
2019-04-10,2019,Milwaukee,vs,Oklahoma City,116,127,170,-200,227.5,4.5,111.5
2019-04-10,2019,Charlotte,vs,Orlando,114,122,-180,150,217.5,-4,106.5
2019-04-10,2019,Chicago,@,Philadelphia,109,125,200,-250,218.5,6,111
2019-04-10,2019,Sacramento,@,Portland,131,136,130,-150,226.5,3,109.5
2019-04-10,2019,Portland,vs,Sacramento,136,131,-150,130,226.5,-3,109.5
2019-04-10,2019,Dallas,@,San Antonio,94,105,900,-1600,219,14.5,105.5
2019-04-10,2019,LA Clippers,vs,Utah,143,137,-360,280,225,-8,114.5
2019-10-22,2020,LA Lakers,@,LA Clippers,102,112,-180,150,224,-3.5,110.5
2019-10-22,2020,LA Clippers,vs,LA Lakers,112,102,150,-180,224,3.5,110.5
2019-10-22,2020,Toronto,vs,New Orleans,130,122,-280,230,229.5,-6.5,113
2019-10-22,2020,New Orleans,@,Toronto,122,130,230,-280,229.5,6.5,113
2019-10-23,2020,Philadelphia,vs,Boston,107,93,-240,190,214.5,-5.5,110.5
2019-10-23,2020,Minnesota,@,Brooklyn,127,126,142,-165,229,3.5,112.5
2019-10-23,2020,Chicago,@,Charlotte,125,126,-170,145,216.5,-3.5,112
2019-10-23,2020,Charlotte,vs,Chicago,126,125,145,-170,216.5,3.5,112
2019-10-23,2020,Orlando,vs,Cleveland,94,85,-550,400,211.5,-9.5,108
2019-10-23,2020,Washington,@,Dallas,100,108,350,-450,220,9,105.5
2019-10-23,2020,Portland,vs,Denver,100,108,100,-120,217.5,1.5,106
2019-10-23,2020,Indiana,vs,Detroit,110,119,-300,240,211,-7,104
2019-10-23,2020,Detroit,@,Indiana,119,110,240,-300,211,7,104
2019-10-23,2020,Miami,vs,Memphis,120,101,-300,240,213,-6.5,104.5
2019-10-23,2020,Memphis,@,Miami,101,120,240,-300,213,6.5,104.5
2019-10-23,2020,Brooklyn,vs,Minnesota,126,127,-165,142,229,-3.5,112.5
2019-10-23,2020,San Antonio,vs,New York,120,111,-750,525,214.5,-11,104.5
2019-10-23,2020,Utah,vs,Oklahoma City,100,95,-500,375,221.5,-9,107
2019-10-23,2020,Cleveland,@,Orlando,85,94,400,-550,211.5,9.5,108
2019-10-23,2020,Boston,@,Philadelphia,93,107,190,-240,214.5,5.5,110.5
2019-10-23,2020,Sacramento,@,Phoenix,95,124,-115,-105,232.5,-1,114
2019-10-23,2020,Denver,@,Portland,108,100,-120,100,217.5,-1.5,106
2019-10-23,2020,Phoenix,vs,Sacramento,124,95,-105,-115,232.5,1,114
2019-10-23,2020,New York,@,San Antonio,111,120,525,-750,214.5,11,104.5
2019-10-23,2020,Oklahoma City,@,Utah,95,100,375,-500,221.5,9,107
2019-10-23,2020,Dallas,vs,Washington,108,100,-450,350,220,-9,105.5
2019-10-24,2020,Detroit,vs,Atlanta,100,117,-125,105,221.5,-1.5,110
2019-10-24,2020,Atlanta,@,Detroit,117,100,105,-125,221.5,1.5,110
2019-10-24,2020,LA Clippers,@,Golden State,141,122,-110,-110,229.5,0,110.5
2019-10-24,2020,Milwaukee,@,Houston,117,111,100,-120,231,1.5,117.5
2019-10-24,2020,Golden State,vs,LA Clippers,122,141,-110,-110,229.5,0,110.5
2019-10-24,2020,Houston,vs,Milwaukee,111,117,-120,100,231,-1.5,117.5
2019-10-25,2020,Toronto,@,Boston,106,112,120,-140,213,2.5,104.5
2019-10-25,2020,New York,@,Brooklyn,109,113,280,-360,228,8,110
2019-10-25,2020,Minnesota,@,Charlotte,121,99,-220,180,225,-5,109.5
2019-10-25,2020,Memphis,vs,Chicago,102,110,105,-125,224,2,116
2019-10-25,2020,New Orleans,vs,Dallas,116,123,-130,110,227,-2,111.5
2019-10-25,2020,Phoenix,@,Denver,107,108,650,-1000,219.5,12,111.5
2019-10-25,2020,Utah,@,LA Lakers,86,95,140,-160,215.5,3.5,109.5
2019-10-25,2020,Chicago,@,Memphis,110,102,-125,105,224,-2,116
2019-10-25,2020,Charlotte,vs,Minnesota,99,121,180,-220,225,5,109.5
2019-10-25,2020,Dallas,@,New Orleans,123,116,110,-130,227,2,111.5
2019-10-25,2020,Brooklyn,vs,New York,113,109,-360,280,228,-8,110
2019-10-25,2020,Washington,@,Oklahoma City,97,85,300,-400,218,8.5,106.5
2019-10-25,2020,Denver,vs,Phoenix,108,107,-1000,650,219.5,-12,111.5
2019-10-25,2020,Sacramento,vs,Portland,112,122,100,-120,227.5,1,117.5
2019-10-25,2020,Portland,@,Sacramento,122,112,-120,100,227.5,-1,117.5
2019-10-25,2020,Boston,vs,Toronto,112,106,-140,120,213,-2.5,104.5
2019-10-25,2020,LA Lakers,vs,Utah,95,86,-160,140,215.5,-3.5,109.5
2019-10-25,2020,Oklahoma City,vs,Washington,85,97,-400,300,218,-8.5,106.5
2019-10-26,2020,Orlando,@,Atlanta,99,103,-135,115,216.5,-2.5,105.5
2019-10-26,2020,New York,vs,Boston,95,118,190,-240,218.5,5.5,112
2019-10-26,2020,Toronto,@,Chicago,108,84,-155,135,219.5,-3,105
2019-10-26,2020,Indiana,@,Cleveland,99,110,-190,160,213,-4.5,103.5
2019-10-26,2020,Philadelphia,@,Detroit,117,111,-190,160,213,-4.5,103
2019-10-26,2020,New Orleans,@,Houston,123,126,650,-1000,238.5,12,116.5
2019-10-26,2020,Cleveland,vs,Indiana,110,99,160,-190,213,4.5,103.5
2019-10-26,2020,Phoenix,vs,LA Clippers,130,122,400,-550,225.5,10,110
2019-10-26,2020,Milwaukee,vs,Miami,126,131,-800,550,223,-11.5,107.5
2019-10-26,2020,Miami,@,Milwaukee,131,126,550,-800,223,11.5,107.5
2019-10-26,2020,Houston,vs,New Orleans,126,123,-1000,650,238.5,-12,116.5
2019-10-26,2020,Boston,@,New York,118,95,-240,190,218.5,-5.5,112
2019-10-26,2020,Atlanta,vs,Orlando,103,99,115,-135,216.5,2.5,105.5
2019-10-26,2020,Detroit,vs,Philadelphia,111,117,160,-190,213,4.5,103
2019-10-26,2020,LA Clippers,@,Phoenix,122,130,-550,400,225.5,-10,110
2019-10-26,2020,Utah,vs,Sacramento,113,81,-450,350,221.5,-9,107.5
2019-10-26,2020,Washington,@,San Antonio,122,124,650,-1000,219.5,11.5,107.5
2019-10-26,2020,Chicago,vs,Toronto,84,108,135,-155,219.5,3,105
2019-10-26,2020,Sacramento,@,Utah,81,113,350,-450,221.5,9,107.5
2019-10-26,2020,San Antonio,vs,Washington,124,122,-1000,650,219.5,-11.5,107.5
2019-10-27,2020,Memphis,vs,Brooklyn,134,133,150,-180,224,4,115.5
2019-10-27,2020,LA Lakers,vs,Charlotte,120,101,-1400,800,216.5,-13,107
2019-10-27,2020,Portland,@,Dallas,121,119,125,-145,219,2.5,113
2019-10-27,2020,Oklahoma City,vs,Golden State,120,92,-120,100,224,-1,109
2019-10-27,2020,Charlotte,@,LA Lakers,101,120,800,-1400,216.5,13,107
2019-10-27,2020,Brooklyn,@,Memphis,133,134,-180,150,224,-4,115.5
2019-10-27,2020,Minnesota,vs,Miami,116,109,-300,240,224,-7,109.5
2019-10-27,2020,Miami,@,Minnesota,109,116,240,-300,224,7,109.5
2019-10-27,2020,Golden State,@,Oklahoma City,92,120,100,-120,224,1,109
2019-10-27,2020,Dallas,vs,Portland,119,121,-145,125,219,-2.5,113
2019-10-28,2020,Philadelphia,@,Atlanta,105,103,-280,230,221,-6.5,107
2019-10-28,2020,LA Clippers,vs,Charlotte,111,96,-3000,1200,228,-15.5,111.5
2019-10-28,2020,New York,vs,Chicago,105,98,115,-135,224,2,116
2019-10-28,2020,Milwaukee,vs,Cleveland,129,112,-3000,1200,224.5,-15.5,115
2019-10-28,2020,Sacramento,vs,Denver,94,101,180,-220,218,5.5,106
2019-10-28,2020,Indiana,@,Detroit,94,96,-130,110,213,-2,103.5
2019-10-28,2020,New Orleans,vs,Golden State,123,134,-140,120,235.5,-2.5,114.5
2019-10-28,2020,Oklahoma City,@,Houston,112,116,425,-600,228,10,111.5
2019-10-28,2020,Detroit,vs,Indiana,96,94,110,-130,213,2,103.5
2019-10-28,2020,Charlotte,@,LA Clippers,96,111,1200,-3000,228,15.5,111.5
2019-10-28,2020,Cleveland,@,Milwaukee,112,129,1200,-3000,224.5,15.5,115
2019-10-28,2020,Golden State,@,New Orleans,134,123,120,-140,235.5,2.5,114.5
2019-10-28,2020,Chicago,@,New York,98,105,-135,115,224,-2,116
2019-10-28,2020,Houston,vs,Oklahoma City,116,112,-600,425,228,-10,111.5
2019-10-28,2020,Toronto,vs,Orlando,104,95,-210,175,209,-5,101.5
2019-10-28,2020,Atlanta,vs,Philadelphia,103,105,230,-280,221,6.5,107
2019-10-28,2020,Utah,@,Phoenix,96,95,-190,160,213.5,-5,110
2019-10-28,2020,San Antonio,vs,Portland,113,110,-250,200,223,-6,116
2019-10-28,2020,Denver,@,Sacramento,101,94,-220,180,218,-5.5,106
2019-10-28,2020,Portland,@,San Antonio,110,113,200,-250,223,6,116
2019-10-28,2020,Orlando,@,Toronto,95,104,175,-210,209,5,101.5
2019-10-28,2020,Phoenix,vs,Utah,95,96,160,-190,213.5,5,110
2019-10-29,2020,Miami,vs,Atlanta,112,97,-400,300,223,-8.5,106.5
2019-10-29,2020,Denver,vs,Dallas,106,109,-230,185,212.5,-5.5,103
2019-10-29,2020,Dallas,@,Denver,109,106,185,-230,212.5,5.5,103
2019-10-29,2020,Memphis,@,LA Lakers,91,120,575,-850,215,11.5,109
2019-10-29,2020,LA Lakers,vs,Memphis,120,91,-850,575,215,-11.5,109
2019-10-29,2020,Atlanta,@,Miami,97,112,300,-400,223,8.5,106.5
2019-10-30,2020,Milwaukee,@,Boston,105,116,-165,142,224,-3.5,115.5
2019-10-30,2020,Indiana,@,Brooklyn,118,108,130,-150,220.5,3,108
2019-10-30,2020,Sacramento,vs,Charlotte,111,118,-350,275,223.5,-7.5,109
2019-10-30,2020,Cleveland,vs,Chicago,117,111,110,-130,216.5,2,111.5
2019-10-30,2020,Chicago,@,Cleveland,111,117,-130,110,216.5,-2,111.5
2019-10-30,2020,Toronto,vs,Detroit,125,113,-500,375,214,-9.5,105
2019-10-30,2020,Phoenix,@,Golden State,121,110,185,-230,230.5,5.5,117.5
2019-10-30,2020,Washington,vs,Houston,158,159,275,-350,234,8,114.5
2019-10-30,2020,Brooklyn,vs,Indiana,108,118,-150,130,220.5,-3,108
2019-10-30,2020,Utah,vs,LA Clippers,110,96,-280,230,216.5,-7,106
2019-10-30,2020,Boston,vs,Milwaukee,116,105,142,-165,224,3.5,115.5
2019-10-30,2020,Philadelphia,vs,Minnesota,117,95,-310,250,222.5,-7,106
2019-10-30,2020,Orlando,vs,New York,95,83,-500,375,209.5,-9.5,101.5
2019-10-30,2020,Portland,@,Oklahoma City,102,99,-120,100,221.5,-1.5,115.5
2019-10-30,2020,New York,@,Orlando,83,95,375,-500,209.5,9.5,101.5
2019-10-30,2020,Minnesota,@,Philadelphia,95,117,250,-310,222.5,7,106
2019-10-30,2020,Golden State,vs,Phoenix,110,121,-230,185,230.5,-5.5,117.5
2019-10-30,2020,Oklahoma City,vs,Portland,99,102,100,-120,221.5,1.5,115.5
2019-10-30,2020,Charlotte,@,Sacramento,118,111,275,-350,223.5,7.5,109
2019-10-30,2020,Detroit,@,Toronto,113,125,375,-500,214,9.5,105
2019-10-30,2020,LA Clippers,@,Utah,96,110,230,-280,216.5,7,106
2019-10-30,2020,Houston,@,Washington,159,158,-350,275,234,-8,114.5
2019-10-31,2020,Miami,@,Atlanta,106,97,-270,220,215.5,-6.5,104.5
2019-10-31,2020,New Orleans,vs,Denver,122,107,150,-180,223.5,4,109.5
2019-10-31,2020,San Antonio,@,LA Clippers,97,103,170,-200,229,5,117.5
2019-10-31,2020,Atlanta,vs,Miami,97,106,220,-270,215.5,6.5,104.5
